"subject" "measureName" "activityName" "measureValue"
"1" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.08443716468
"2" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0293710088554167
"3" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0317261682790323
"4" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.036656730987037
"5" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0344420261538462
"6" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0350566811964912
"7" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0486243772639231
"8" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0137316829166667
"9" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.018204470058
"10" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0583224275034483
"11" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0529916131647368
"12" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0118416841333333
"13" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.00488786835483871
"14" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0230340470960784
"15" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.00183580722083333
"16" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0564784675285714
"17" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0530255507746479
"18" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0290040708784615
"19" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0231373792650602
"20" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0641137736205882
"21" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0414774911111111
"22" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0510977907694444
"23" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.00520700388888889
"24" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.00824536256944445
"25" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0263012769410959
"26" "angletBodyGyroJerkMeanGravityMean" "LAYING" -7.91468210526309e-05
"27" "angletBodyGyroJerkMeanGravityMean" "LAYING" -0.0215434865810811
"28" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.05152231346375
"29" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.00342009472173913
"30" "angletBodyGyroJerkMeanGravityMean" "LAYING" 0.0173554758285714
"1" "angletBodyGyroMeanGravityMean" "LAYING" -0.001666984698
"2" "angletBodyGyroMeanGravityMean" "LAYING" 0.0652860108125
"3" "angletBodyGyroMeanGravityMean" "LAYING" 0.0455874765919355
"4" "angletBodyGyroMeanGravityMean" "LAYING" 0.0071296052962963
"5" "angletBodyGyroMeanGravityMean" "LAYING" -0.00581288916980769
"6" "angletBodyGyroMeanGravityMean" "LAYING" 0.0859389874070175
"7" "angletBodyGyroMeanGravityMean" "LAYING" 0.0630163120384615
"8" "angletBodyGyroMeanGravityMean" "LAYING" 0.0106333070925926
"9" "angletBodyGyroMeanGravityMean" "LAYING" 0.052062224042
"10" "angletBodyGyroMeanGravityMean" "LAYING" 0.0199111335706897
"11" "angletBodyGyroMeanGravityMean" "LAYING" -0.0220259476017544
"12" "angletBodyGyroMeanGravityMean" "LAYING" 0.0309709505313333
"13" "angletBodyGyroMeanGravityMean" "LAYING" 0.0857282517490323
"14" "angletBodyGyroMeanGravityMean" "LAYING" 0.0458760838431373
"15" "angletBodyGyroMeanGravityMean" "LAYING" -0.0294509539583333
"16" "angletBodyGyroMeanGravityMean" "LAYING" 0.00521399480614286
"17" "angletBodyGyroMeanGravityMean" "LAYING" 0.0150996692507042
"18" "angletBodyGyroMeanGravityMean" "LAYING" 0.00323848521692308
"19" "angletBodyGyroMeanGravityMean" "LAYING" 0.0237185899156627
"20" "angletBodyGyroMeanGravityMean" "LAYING" 0.0627119737058824
"21" "angletBodyGyroMeanGravityMean" "LAYING" 0.0771675159455556
"22" "angletBodyGyroMeanGravityMean" "LAYING" 0.00993819332222222
"23" "angletBodyGyroMeanGravityMean" "LAYING" 0.105744482036111
"24" "angletBodyGyroMeanGravityMean" "LAYING" 0.0431254071527778
"25" "angletBodyGyroMeanGravityMean" "LAYING" -0.0637531658986301
"26" "angletBodyGyroMeanGravityMean" "LAYING" -0.0106550011052632
"27" "angletBodyGyroMeanGravityMean" "LAYING" -0.0190230964837838
"28" "angletBodyGyroMeanGravityMean" "LAYING" 0.0207646471
"29" "angletBodyGyroMeanGravityMean" "LAYING" -0.0573700310681159
"30" "angletBodyGyroMeanGravityMean" "LAYING" 0.0372059086285714
"1" "angleXGravityMean" "LAYING" 0.4267062264
"2" "angleXGravityMean" "LAYING" 0.617423415625
"3" "angleXGravityMean" "LAYING" 0.423505857096774
"4" "angleXGravityMean" "LAYING" 0.553489757592593
"5" "angleXGravityMean" "LAYING" 0.598732659615385
"6" "angleXGravityMean" "LAYING" 0.593394403508772
"7" "angleXGravityMean" "LAYING" 0.612487997884615
"8" "angleXGravityMean" "LAYING" 0.542597408518519
"9" "angleXGravityMean" "LAYING" 0.6688739754
"10" "angleXGravityMean" "LAYING" 0.577222397758621
"11" "angleXGravityMean" "LAYING" 0.345277759649123
"12" "angleXGravityMean" "LAYING" 0.523178415166667
"13" "angleXGravityMean" "LAYING" 0.361210751451613
"14" "angleXGravityMean" "LAYING" 0.349115950039216
"15" "angleXGravityMean" "LAYING" 0.372891310277778
"16" "angleXGravityMean" "LAYING" 0.398207971714286
"17" "angleXGravityMean" "LAYING" 0.395076582253521
"18" "angleXGravityMean" "LAYING" 0.410902149384615
"19" "angleXGravityMean" "LAYING" 0.737784354819277
"20" "angleXGravityMean" "LAYING" 0.589963054264706
"21" "angleXGravityMean" "LAYING" 0.377040938888889
"22" "angleXGravityMean" "LAYING" 0.552457232083333
"23" "angleXGravityMean" "LAYING" 0.533234986111111
"24" "angleXGravityMean" "LAYING" 0.510360052361111
"25" "angleXGravityMean" "LAYING" 0.586050049726027
"26" "angleXGravityMean" "LAYING" 0.695743517105263
"27" "angleXGravityMean" "LAYING" 0.631986244324324
"28" "angleXGravityMean" "LAYING" 0.603392467625
"29" "angleXGravityMean" "LAYING" 0.501421273913043
"30" "angleXGravityMean" "LAYING" 0.499848737857143
"1" "angleYGravityMean" "LAYING" -0.52034381798
"2" "angleYGravityMean" "LAYING" -0.519732551458333
"3" "angleYGravityMean" "LAYING" -0.630062847096774
"4" "angleYGravityMean" "LAYING" -0.763217167407407
"5" "angleYGravityMean" "LAYING" -0.825299860384615
"6" "angleYGravityMean" "LAYING" -0.874567701929825
"7" "angleYGravityMean" "LAYING" -0.207518642153846
"8" "angleYGravityMean" "LAYING" -0.400681373333333
"9" "angleYGravityMean" "LAYING" 0.1707890725
"10" "angleYGravityMean" "LAYING" 0.213834852672414
"11" "angleYGravityMean" "LAYING" -0.813130779824561
"12" "angleYGravityMean" "LAYING" -0.6500380555
"13" "angleYGravityMean" "LAYING" -0.475624695645161
"14" "angleYGravityMean" "LAYING" -0.277020596862745
"15" "angleYGravityMean" "LAYING" -0.719412830416667
"16" "angleYGravityMean" "LAYING" 0.0982209111428571
"17" "angleYGravityMean" "LAYING" -0.426235558450704
"18" "angleYGravityMean" "LAYING" -0.512391751230769
"19" "angleYGravityMean" "LAYING" -0.476491760481928
"20" "angleYGravityMean" "LAYING" -0.656294175441177
"21" "angleYGravityMean" "LAYING" -0.364984985222222
"22" "angleYGravityMean" "LAYING" -0.399009865138889
"23" "angleYGravityMean" "LAYING" -0.232646383194444
"24" "angleYGravityMean" "LAYING" -0.494414754583333
"25" "angleYGravityMean" "LAYING" -0.452959325273973
"26" "angleYGravityMean" "LAYING" -0.557477087236842
"27" "angleYGravityMean" "LAYING" -0.335722056216216
"28" "angleYGravityMean" "LAYING" -0.02646734825
"29" "angleYGravityMean" "LAYING" -0.573422049130435
"30" "angleYGravityMean" "LAYING" -0.492287025857143
"1" "angleZGravityMean" "LAYING" -0.35241310896
"2" "angleZGravityMean" "LAYING" -0.478928233958333
"3" "angleZGravityMean" "LAYING" -0.346243070483871
"4" "angleZGravityMean" "LAYING" -0.229790432925926
"5" "angleZGravityMean" "LAYING" -0.168146326730769
"6" "angleZGravityMean" "LAYING" -0.106624418668421
"7" "angleZGravityMean" "LAYING" -0.808553756346154
"8" "angleZGravityMean" "LAYING" -0.601885211481481
"9" "angleZGravityMean" "LAYING" -0.873649367
"10" "angleZGravityMean" "LAYING" 0.105926376896552
"11" "angleZGravityMean" "LAYING" -0.0593468643842105
"12" "angleZGravityMean" "LAYING" -0.213235641316667
"13" "angleZGravityMean" "LAYING" -0.477526561935484
"14" "angleZGravityMean" "LAYING" -0.68876681
"15" "angleZGravityMean" "LAYING" 0.0489176476388889
"16" "angleZGravityMean" "LAYING" -0.756497965428571
"17" "angleZGravityMean" "LAYING" -0.555002876901408
"18" "angleZGravityMean" "LAYING" -0.463402676923077
"19" "angleZGravityMean" "LAYING" -0.504427518072289
"20" "angleZGravityMean" "LAYING" -0.331485784264706
"21" "angleZGravityMean" "LAYING" -0.613696120222222
"22" "angleZGravityMean" "LAYING" -0.603348695833333
"23" "angleZGravityMean" "LAYING" -0.781769061527778
"24" "angleZGravityMean" "LAYING" -0.505943181111111
"25" "angleZGravityMean" "LAYING" -0.416502209109589
"26" "angleZGravityMean" "LAYING" -0.438577144736842
"27" "angleZGravityMean" "LAYING" -0.67651559527027
"28" "angleZGravityMean" "LAYING" 0.050311426875
"29" "angleZGravityMean" "LAYING" -0.423473279130435
"30" "angleZGravityMean" "LAYING" -0.507019938285714
"1" "fBodyAccJerkMeanX" "LAYING" -0.9570738838
"2" "fBodyAccJerkMeanX" "LAYING" -0.985813630833333
"3" "fBodyAccJerkMeanX" "LAYING" -0.980513202258064
"4" "fBodyAccJerkMeanX" "LAYING" -0.978542457407407
"5" "fBodyAccJerkMeanX" "LAYING" -0.982689657115385
"6" "fBodyAccJerkMeanX" "LAYING" -0.967072436842105
"7" "fBodyAccJerkMeanX" "LAYING" -0.980393046923077
"8" "fBodyAccJerkMeanX" "LAYING" -0.973110596111111
"9" "fBodyAccJerkMeanX" "LAYING" -0.964304065
"10" "fBodyAccJerkMeanX" "LAYING" -0.979014668793104
"11" "fBodyAccJerkMeanX" "LAYING" -0.984884874385965
"12" "fBodyAccJerkMeanX" "LAYING" -0.968742758833333
"13" "fBodyAccJerkMeanX" "LAYING" -0.985199684354839
"14" "fBodyAccJerkMeanX" "LAYING" -0.972010709215686
"15" "fBodyAccJerkMeanX" "LAYING" -0.981329999027778
"16" "fBodyAccJerkMeanX" "LAYING" -0.988580046285714
"17" "fBodyAccJerkMeanX" "LAYING" -0.98147206915493
"18" "fBodyAccJerkMeanX" "LAYING" -0.986404709384615
"19" "fBodyAccJerkMeanX" "LAYING" -0.983478561807229
"20" "fBodyAccJerkMeanX" "LAYING" -0.983889985147059
"21" "fBodyAccJerkMeanX" "LAYING" -0.984188841222222
"22" "fBodyAccJerkMeanX" "LAYING" -0.969570326944444
"23" "fBodyAccJerkMeanX" "LAYING" -0.986204659166667
"24" "fBodyAccJerkMeanX" "LAYING" -0.985998546805556
"25" "fBodyAccJerkMeanX" "LAYING" -0.972859085753425
"26" "fBodyAccJerkMeanX" "LAYING" -0.989224043947368
"27" "fBodyAccJerkMeanX" "LAYING" -0.986679572567568
"28" "fBodyAccJerkMeanX" "LAYING" -0.980013419
"29" "fBodyAccJerkMeanX" "LAYING" -0.992153982028986
"30" "fBodyAccJerkMeanX" "LAYING" -0.976887901571429
"1" "fBodyAccJerkMeanY" "LAYING" -0.9224626098
"2" "fBodyAccJerkMeanY" "LAYING" -0.982768250416667
"3" "fBodyAccJerkMeanY" "LAYING" -0.968752113709677
"4" "fBodyAccJerkMeanY" "LAYING" -0.943969987222222
"5" "fBodyAccJerkMeanY" "LAYING" -0.965328566153846
"6" "fBodyAccJerkMeanY" "LAYING" -0.936043420175439
"7" "fBodyAccJerkMeanY" "LAYING" -0.972531648846154
"8" "fBodyAccJerkMeanY" "LAYING" -0.975877437407407
"9" "fBodyAccJerkMeanY" "LAYING" -0.9640828062
"10" "fBodyAccJerkMeanY" "LAYING" -0.968039173793103
"11" "fBodyAccJerkMeanY" "LAYING" -0.973882496666667
"12" "fBodyAccJerkMeanY" "LAYING" -0.963223332
"13" "fBodyAccJerkMeanY" "LAYING" -0.980375137419355
"14" "fBodyAccJerkMeanY" "LAYING" -0.969342124313725
"15" "fBodyAccJerkMeanY" "LAYING" -0.970833221666667
"16" "fBodyAccJerkMeanY" "LAYING" -0.984752927142857
"17" "fBodyAccJerkMeanY" "LAYING" -0.977212387746479
"18" "fBodyAccJerkMeanY" "LAYING" -0.985865325230769
"19" "fBodyAccJerkMeanY" "LAYING" -0.974878270963855
"20" "fBodyAccJerkMeanY" "LAYING" -0.9772207075
"21" "fBodyAccJerkMeanY" "LAYING" -0.972039417111111
"22" "fBodyAccJerkMeanY" "LAYING" -0.954833264305556
"23" "fBodyAccJerkMeanY" "LAYING" -0.988230264166667
"24" "fBodyAccJerkMeanY" "LAYING" -0.982140613888889
"25" "fBodyAccJerkMeanY" "LAYING" -0.946802003561644
"26" "fBodyAccJerkMeanY" "LAYING" -0.987115080789474
"27" "fBodyAccJerkMeanY" "LAYING" -0.985257277297297
"28" "fBodyAccJerkMeanY" "LAYING" -0.978094827375
"29" "fBodyAccJerkMeanY" "LAYING" -0.989398823913043
"30" "fBodyAccJerkMeanY" "LAYING" -0.971696279857143
"1" "fBodyAccJerkMeanZ" "LAYING" -0.9480609042
"2" "fBodyAccJerkMeanZ" "LAYING" -0.986197134583333
"3" "fBodyAccJerkMeanZ" "LAYING" -0.979122344354839
"4" "fBodyAccJerkMeanZ" "LAYING" -0.975383329444444
"5" "fBodyAccJerkMeanZ" "LAYING" -0.983250309423077
"6" "fBodyAccJerkMeanZ" "LAYING" -0.954425844736842
"7" "fBodyAccJerkMeanZ" "LAYING" -0.969524977692308
"8" "fBodyAccJerkMeanZ" "LAYING" -0.962111136666667
"9" "fBodyAccJerkMeanZ" "LAYING" -0.955909215
"10" "fBodyAccJerkMeanZ" "LAYING" -0.972592212931034
"11" "fBodyAccJerkMeanZ" "LAYING" -0.979564844210526
"12" "fBodyAccJerkMeanZ" "LAYING" -0.967149695166667
"13" "fBodyAccJerkMeanZ" "LAYING" -0.980994601935484
"14" "fBodyAccJerkMeanZ" "LAYING" -0.968593195686275
"15" "fBodyAccJerkMeanZ" "LAYING" -0.97477568375
"16" "fBodyAccJerkMeanZ" "LAYING" -0.985544945285714
"17" "fBodyAccJerkMeanZ" "LAYING" -0.98038005915493
"18" "fBodyAccJerkMeanZ" "LAYING" -0.989116865846154
"19" "fBodyAccJerkMeanZ" "LAYING" -0.986506488795181
"20" "fBodyAccJerkMeanZ" "LAYING" -0.982876212058823
"21" "fBodyAccJerkMeanZ" "LAYING" -0.981630805333333
"22" "fBodyAccJerkMeanZ" "LAYING" -0.970918941666667
"23" "fBodyAccJerkMeanZ" "LAYING" -0.982415511805556
"24" "fBodyAccJerkMeanZ" "LAYING" -0.981549689583333
"25" "fBodyAccJerkMeanZ" "LAYING" -0.962632674520548
"26" "fBodyAccJerkMeanZ" "LAYING" -0.987308252236842
"27" "fBodyAccJerkMeanZ" "LAYING" -0.988033129054054
"28" "fBodyAccJerkMeanZ" "LAYING" -0.970251565375
"29" "fBodyAccJerkMeanZ" "LAYING" -0.992018447826087
"30" "fBodyAccJerkMeanZ" "LAYING" -0.975632420428571
"1" "fBodyAccJerkStdX" "LAYING" -0.9641607086
"2" "fBodyAccJerkStdX" "LAYING" -0.987250255833333
"3" "fBodyAccJerkStdX" "LAYING" -0.983122615967742
"4" "fBodyAccJerkStdX" "LAYING" -0.980079292592593
"5" "fBodyAccJerkStdX" "LAYING" -0.985625270384615
"6" "fBodyAccJerkStdX" "LAYING" -0.968619159473684
"7" "fBodyAccJerkStdX" "LAYING" -0.983560175384615
"8" "fBodyAccJerkStdX" "LAYING" -0.975959911481481
"9" "fBodyAccJerkStdX" "LAYING" -0.9686013042
"10" "fBodyAccJerkStdX" "LAYING" -0.978904364137931
"11" "fBodyAccJerkStdX" "LAYING" -0.987122678245614
"12" "fBodyAccJerkStdX" "LAYING" -0.972820011166667
"13" "fBodyAccJerkStdX" "LAYING" -0.98707817516129
"14" "fBodyAccJerkStdX" "LAYING" -0.973491388039216
"15" "fBodyAccJerkStdX" "LAYING" -0.983949290694444
"16" "fBodyAccJerkStdX" "LAYING" -0.989287359142857
"17" "fBodyAccJerkStdX" "LAYING" -0.983213244366197
"18" "fBodyAccJerkStdX" "LAYING" -0.986641245846154
"19" "fBodyAccJerkStdX" "LAYING" -0.985278006987952
"20" "fBodyAccJerkStdX" "LAYING" -0.986213883088235
"21" "fBodyAccJerkStdX" "LAYING" -0.987061376777778
"22" "fBodyAccJerkStdX" "LAYING" -0.974126068055556
"23" "fBodyAccJerkStdX" "LAYING" -0.987840852638889
"24" "fBodyAccJerkStdX" "LAYING" -0.988140517777778
"25" "fBodyAccJerkStdX" "LAYING" -0.976423984657534
"26" "fBodyAccJerkStdX" "LAYING" -0.990410106973684
"27" "fBodyAccJerkStdX" "LAYING" -0.987477465405405
"28" "fBodyAccJerkStdX" "LAYING" -0.98220590125
"29" "fBodyAccJerkStdX" "LAYING" -0.99254347826087
"30" "fBodyAccJerkStdX" "LAYING" -0.980350748142857
"1" "fBodyAccJerkStdY" "LAYING" -0.9322178704
"2" "fBodyAccJerkStdY" "LAYING" -0.984987392916667
"3" "fBodyAccJerkStdY" "LAYING" -0.971044012741936
"4" "fBodyAccJerkStdY" "LAYING" -0.944366881666667
"5" "fBodyAccJerkStdY" "LAYING" -0.96624258
"6" "fBodyAccJerkStdY" "LAYING" -0.935717452807018
"7" "fBodyAccJerkStdY" "LAYING" -0.975886145
"8" "fBodyAccJerkStdY" "LAYING" -0.979170881666667
"9" "fBodyAccJerkStdY" "LAYING" -0.966634136
"10" "fBodyAccJerkStdY" "LAYING" -0.968120692241379
"11" "fBodyAccJerkStdY" "LAYING" -0.973486716315789
"12" "fBodyAccJerkStdY" "LAYING" -0.964703656833333
"13" "fBodyAccJerkStdY" "LAYING" -0.981394261612903
"14" "fBodyAccJerkStdY" "LAYING" -0.969113291372549
"15" "fBodyAccJerkStdY" "LAYING" -0.973215319722222
"16" "fBodyAccJerkStdY" "LAYING" -0.986215013
"17" "fBodyAccJerkStdY" "LAYING" -0.978343915774648
"18" "fBodyAccJerkStdY" "LAYING" -0.986210701230769
"19" "fBodyAccJerkStdY" "LAYING" -0.975964111566265
"20" "fBodyAccJerkStdY" "LAYING" -0.978451446764706
"21" "fBodyAccJerkStdY" "LAYING" -0.973164432777778
"22" "fBodyAccJerkStdY" "LAYING" -0.9589609575
"23" "fBodyAccJerkStdY" "LAYING" -0.989995616944444
"24" "fBodyAccJerkStdY" "LAYING" -0.984124532361111
"25" "fBodyAccJerkStdY" "LAYING" -0.948414293561644
"26" "fBodyAccJerkStdY" "LAYING" -0.988238648552632
"27" "fBodyAccJerkStdY" "LAYING" -0.986116008783784
"28" "fBodyAccJerkStdY" "LAYING" -0.981117467
"29" "fBodyAccJerkStdY" "LAYING" -0.990468082753623
"30" "fBodyAccJerkStdY" "LAYING" -0.972434196714286
"1" "fBodyAccJerkStdZ" "LAYING" -0.9605869872
"2" "fBodyAccJerkStdZ" "LAYING" -0.989345368541667
"3" "fBodyAccJerkStdZ" "LAYING" -0.983711904677419
"4" "fBodyAccJerkStdZ" "LAYING" -0.980261236296296
"5" "fBodyAccJerkStdZ" "LAYING" -0.986135599038461
"6" "fBodyAccJerkStdZ" "LAYING" -0.963567540877193
"7" "fBodyAccJerkStdZ" "LAYING" -0.975072995192308
"8" "fBodyAccJerkStdZ" "LAYING" -0.968699222962963
"9" "fBodyAccJerkStdZ" "LAYING" -0.9597147176
"10" "fBodyAccJerkStdZ" "LAYING" -0.978582339137931
"11" "fBodyAccJerkStdZ" "LAYING" -0.983302949122807
"12" "fBodyAccJerkStdZ" "LAYING" -0.972713844666667
"13" "fBodyAccJerkStdZ" "LAYING" -0.983670049354839
"14" "fBodyAccJerkStdZ" "LAYING" -0.97491443
"15" "fBodyAccJerkStdZ" "LAYING" -0.980745097361111
"16" "fBodyAccJerkStdZ" "LAYING" -0.988348904571429
"17" "fBodyAccJerkStdZ" "LAYING" -0.983854158873239
"18" "fBodyAccJerkStdZ" "LAYING" -0.990744752923077
"19" "fBodyAccJerkStdZ" "LAYING" -0.988558703373494
"20" "fBodyAccJerkStdZ" "LAYING" -0.985707806323529
"21" "fBodyAccJerkStdZ" "LAYING" -0.984925270666667
"22" "fBodyAccJerkStdZ" "LAYING" -0.976833164027778
"23" "fBodyAccJerkStdZ" "LAYING" -0.985502011944444
"24" "fBodyAccJerkStdZ" "LAYING" -0.983185637916667
"25" "fBodyAccJerkStdZ" "LAYING" -0.971885370136986
"26" "fBodyAccJerkStdZ" "LAYING" -0.989370490789474
"27" "fBodyAccJerkStdZ" "LAYING" -0.989901169864865
"28" "fBodyAccJerkStdZ" "LAYING" -0.974530843125
"29" "fBodyAccJerkStdZ" "LAYING" -0.993107759855072
"30" "fBodyAccJerkStdZ" "LAYING" -0.982281553142857
"1" "fBodyAccMagMean" "LAYING" -0.8617676481
"2" "fBodyAccMagMean" "LAYING" -0.975110196458333
"3" "fBodyAccMagMean" "LAYING" -0.96552427516129
"4" "fBodyAccMagMean" "LAYING" -0.939389701296296
"5" "fBodyAccMagMean" "LAYING" -0.962234984038462
"6" "fBodyAccMagMean" "LAYING" -0.91235165222807
"7" "fBodyAccMagMean" "LAYING" -0.927976880634615
"8" "fBodyAccMagMean" "LAYING" -0.932279645518518
"9" "fBodyAccMagMean" "LAYING" -0.9266042952
"10" "fBodyAccMagMean" "LAYING" -0.950848109137931
"11" "fBodyAccMagMean" "LAYING" -0.973994004561404
"12" "fBodyAccMagMean" "LAYING" -0.9438674399
"13" "fBodyAccMagMean" "LAYING" -0.959535493548387
"14" "fBodyAccMagMean" "LAYING" -0.899463668843137
"15" "fBodyAccMagMean" "LAYING" -0.956001034027778
"16" "fBodyAccMagMean" "LAYING" -0.968020521285714
"17" "fBodyAccMagMean" "LAYING" -0.961046326338028
"18" "fBodyAccMagMean" "LAYING" -0.986788412
"19" "fBodyAccMagMean" "LAYING" -0.971957401325301
"20" "fBodyAccMagMean" "LAYING" -0.952827071323529
"21" "fBodyAccMagMean" "LAYING" -0.953769071222222
"22" "fBodyAccMagMean" "LAYING" -0.929818990972222
"23" "fBodyAccMagMean" "LAYING" -0.967747053194444
"24" "fBodyAccMagMean" "LAYING" -0.973171068055556
"25" "fBodyAccMagMean" "LAYING" -0.774481943616438
"26" "fBodyAccMagMean" "LAYING" -0.969269114078947
"27" "fBodyAccMagMean" "LAYING" -0.981389017702703
"28" "fBodyAccMagMean" "LAYING" -0.961035587625
"29" "fBodyAccMagMean" "LAYING" -0.986800645362319
"30" "fBodyAccMagMean" "LAYING" -0.962840820428571
"1" "fBodyAccMagStd" "LAYING" -0.7983009404
"2" "fBodyAccMagStd" "LAYING" -0.975121387916667
"3" "fBodyAccMagStd" "LAYING" -0.968350217419355
"4" "fBodyAccMagStd" "LAYING" -0.937187975962963
"5" "fBodyAccMagStd" "LAYING" -0.962525369423077
"6" "fBodyAccMagStd" "LAYING" -0.905373979824561
"7" "fBodyAccMagStd" "LAYING" -0.910542462919231
